朝代;年;月;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;又名;民族;旗分;旗分（或）;爵位;科举;科举（其他）
道光;二十一;5;1841;5;副都统;盛京副都统;副都统;副都统;从二;;托隆武;1;;;;;;;
康熙;三十九;;1700;;吉林将军;吉林将军;将军;将军;从一;宗室;扬福;1;;满洲;镶蓝;;;监生;
康熙;四十八;2;1709;2;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;扬福;1;;满洲;正蓝;;;;
嘉庆;二十五;6;1820;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;承光;2;承恩;满洲;镶黄;;;进士;
道光;;;;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;承光;2;承恩;满洲;镶黄;;;进士;
咸丰;八;;1858;;吉林将军;吉林将军;将军;将军;从一;;承志;1;承霈;满洲;正白;;;;
咸丰;三;8;1853;8;副都统;盛京副都统;副都统;副都统;从二;;承志;1;;满洲;正白;;;;
咸丰;四;;1854;;盛京将军;盛京将军;将军;将军;从一;;承志;2;承霈;满洲;正白;;;;
咸丰;七;3;1857;3;盛京将军;盛京将军;将军;将军;从一;;承志;2;承霈;满洲;正白;;;;
光绪;二十五;5;1899;5;副都统;锦州副都统;副都统;副都统;从二;;承顺;1;;满洲;正黄;;;监生;
;;;;;乌拉宁古塔将军衙门;佐领;佐领;佐领;;;拉住;1;;;镶蓝;;;;
康熙;三十三;;1694;;副都统;黑龙江副都统;副都统;副都统;从二;;拉资;1;;满洲;镶蓝;;;;
康熙;七;6;1668;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;敖塞;1;;满洲;正蓝;;;;
同治;四;5;1865;5;副都统;宁古塔副都统;副都统;副都统;从二;;散都克多尔济;1;;;;;;;
顺治;十四;8;1657;8;将军衙门;将军;昂邦章京;昂邦章京;从一;;敦拜;1;;满洲;正黄;;;;
乾隆;二十四;;1759;;副都统;三姓副都统;副都统;副都统;从二;;敦柱;2;;满洲;正红;;;监生;
乾隆;二十七;;1762;;副都统;三姓副都统;副都统;副都统;从二;;敦柱;2;;满洲;正红;;;监生;
乾隆;二十五;;1760;;副都统;阿勒楚喀副都统;副都统;副都统;从二;;敦柱;1;;满洲;正红;;;监生;
道光;十二;2;1832;2;副都统;齐齐哈尔副都统;副都统;副都统;从二;;敦良;1;;满洲;正红;;;文生员;
乾隆;十;2;1745;2;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;敷文;1;;满洲;镶黄;;;进士;
道光;二十六;10;1846;10;奉天府;奉天府府尹;府尹;府尹;正三;;文俊;1;;满洲;镶红;;;监生;
咸丰;九;;1859;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;文俊;1;;满洲;镶红;;;监生;
咸丰;七;11;1857;11;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;文俊;1;;满洲;镶红;;;监生;
光绪;十六;2;1890;2;副都统;黑龙江副都统;副都统;副都统;从二;;文全;1;;满洲;正红;;披甲;;
光绪;十五;4;1889;4;副都统;齐齐哈尔副都统;副都统;副都统;从二;;文全;1;;满洲;正红;;披甲;;
光绪;二十五;2;1899;2;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;文兴;1;;蒙古;正蓝;;;监生;
光绪;二十五;;1899;;盛京将军;盛京将军;将军;将军;从一;;文兴;1;;蒙古;正蓝;;;监生;
光绪;十七;11;1891;11;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;文兴;1;;蒙古;正蓝;;;监生;
嘉庆;二十一;2;1816;2;副都统;锦州副都统;副都统;副都统;从二;;文孚;1;;满洲;镶黄;;;监生;
嘉庆;十九;5;1814;5;副都统;盛京副都统;副都统;副都统;从二;;文宁;1;;满洲;正红;;;进士;
康熙;五十八;3;1719;3;奉天府;奉天府府尹;府尹;府尹;正三;;文志鲸;1;;汉;;;;进士;
光绪;十二;6;1886;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;文晖;1;;蒙古;镶红;;;荫生;
光绪;十三;3;1887;3;副都统;三姓副都统;副都统;副都统;从二;;文格;1;;满洲;正黄;;;进士;
光绪;十;12;1884;12;副都统;熊岳副都统;副都统;副都统;从二;;文格;2;;满洲;正黄;;;进士;
光绪;十二;5;1886;5;副都统;熊岳副都统;副都统;副都统;从二;;文格;2;;满洲;正黄;;;进士;
道光;十四;5;1834;5;副都统;齐齐哈尔副都统;副都统;副都统;从二;;文溥;1;;满洲;镶蓝;;;监生;
光绪;五;7;1879;7;副都统;黑龙江副都统;副都统;副都统;从二;;文绪;1;;汉军;镶黄;;;;
光绪;七;;1881;;黑龙江将军;黑龙江将军;将军;将军;从一;;文绪;2;;汉军;镶黄;;;;
光绪;十;;1884;;黑龙江将军;黑龙江将军;将军;将军;从一;;文绪;2;;汉军;镶黄;;;;
咸丰;三;6;1853;6;奉天府;奉天府府尹;府尹;府尹;正三;;文蔚;1;;满洲;正蓝;;;进士;
道光;十六;11;1836;11;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;文蔚;1;;满洲;正蓝;;;进士;
道光;十五;12;1835;12;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;文蔚;1;;满洲;正蓝;;;进士;
道光;二十三;7;1843;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;斌良;1;;满洲;正红;;;荫生;
嘉庆;七;11;1802;11;副都统;三姓副都统;副都统;副都统;从二;;斌静;1;;;;;;;
嘉庆;七;5;1802;5;副都统;伯都讷副都统;副都统;副都统;从二;;斌静;1;;;;;;;
嘉庆;十四;;1809;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;斌静;1;;满洲;镶红;;;;
嘉庆;九;2;1804;2;副都统;齐齐哈尔副都统;副都统;副都统;从二;;斌静;1;;;;;;;
康熙;二十;;1681;;副都统;吉林副都统;副都统;副都统;从二;;斡里瑚;1;;满洲;正白;;;;
乾隆;十五;12;1750;12;吉林将军;吉林将军;将军;将军;从一;;新柱;1;;满洲;镶黄;;骑都尉;;
乾隆;三十二;7;1767;7;奉天将军;盛京将军;将军;将军;从一;;新柱;1;;满洲;镶黄;;骑都尉;;
光绪;三十二;4;1906;4;副都统;三姓副都统;副都统;副都统;从二;;昆源;1;;;;;;;
乾隆;三十一;;1766;;副都统;吉林副都统;副都统;副都统;从二;;明亮;1;;满洲;亮黄;;;文生员;
乾隆;三十三;;1768;;副都统;宁古塔副都统;副都统;副都统;从二;;明亮;1;;满洲;亮黄;;;文生员;
乾隆;五十七;11;1792;11;黑龙江将军;黑龙江将军;将军;将军;从一;;明亮;1;;满洲;镶黄;;;文生员;
嘉庆;二十三;9;1818;9;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;宗室;明兴阿;1;;满洲;正蓝;;;笔帖式;
嘉庆;二十三;1;1818;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;明兴阿;1;;满洲;正蓝;;;;
嘉庆;二十三;9;1818;9;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;明兴阿;1;;满洲;正蓝;;;;
嘉庆;二十四;1;1819;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;明叙;1;;蒙古;镶黄;;;;
嘉庆;十二;12;1807;12;副都统;墨尔根副都统;副都统;副都统;从二;;明德;1;;;;;;;
嘉庆;五;4;1800;4;奉天府;奉天府府尹;府尹;府尹;正三;;明志;1;;满洲;正红;;护军;;
光绪;七;4;1881;4;副都统;伯都讷副都统;副都统;副都统;从二;;明春;1;;蒙古;正红;;;;
乾隆;三十三;1;1768;1;奉天将军;盛京将军;将军;将军;从一;;明福;1;;满洲;正黄;;;翻译进士;
乾隆;四十五;;1780;;副都统;三姓副都统;副都统;副都统;从二;;明英;1;;满洲;镶红;;;;
乾隆;三十八;;1773;;副都统;吉林副都统;副都统;副都统;从二;;明英;1;;满洲;镶红;;;;
道光;二十三;4;1843;4;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;明训;1;;蒙古;正黄;;;进士;
道光;二十四;;1844;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;明训;2;;蒙古;正黄;;;进士;
道光;;;;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;明训;2;;蒙古;正黄;;;进士;
道光;十九;3;1839;3;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;明训;1;;蒙古;正黄;;;进士;
道光;二十三;4;1843;4;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;明训;1;;蒙古;正黄;;;进士;
道光;十五;10;1835;10;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;明训;2;;蒙古;正黄;;;进士;
道光;十九;4;1839;4;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;明训;2;;蒙古;正黄;;;进士;
光绪;二十六;6;1900;6;副都统;三姓副都统;副都统;副都统;从二;;明顺;1;;满洲;正白;;;;
光绪;二十四;10;1898;10;副都统;熊岳副都统;副都统;副都统;从二;;明顺;1;;满洲;正白;;;;
康熙;三十;7;1691;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;明额理;1;明阿哩;满洲;镶白;;;;
康熙;三十;11;1691;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;星安;1;兴安;满洲;镶黄;;;;
道光;二十三;4;1843;4;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;春佑;2;;满洲;正红;;;;
道光;;;;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;春佑;2;;满洲;正红;;;;
嘉庆;二十三;12;1819;12;副都统;齐齐哈尔副都统;副都统;副都统;从二;;春升保;1;;满洲;镶黄;;;;
同治;五;7;1866;7;副都统;齐齐哈尔副都统;副都统;副都统;从二;;春寿;1;;;;;;;
乾隆;八;3;1743;3;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;春山;1;;满洲;镶蓝;;;进士;
光绪;三十;11;1904;11;副都统;黑龙江副都统;副都统;副都统;从二;;春山;1;;;;;;;
光绪;二十五;2;1899;2;副都统;盛京副都统;副都统;副都统;从二;;晋昌;2;;满洲;正蓝;;;;
光绪;二十六;6;1900;6;副都统;盛京副都统;副都统;副都统;从二;;晋昌;2;;满洲;正蓝;;;;
嘉庆;五;3;1800;3;盛京将军;盛京将军;将军;将军;从一;宗室;晋昌;3;;满洲;正蓝;;;;
嘉庆;十九;2;1814;2;盛京将军;盛京将军;将军;将军;从一;宗室;晋昌;3;;满洲;正蓝;;;;
道光;二;;1822;;盛京将军;盛京将军;将军;将军;从一;宗室;晋昌;3;;满洲;正蓝;;;;
道光;十一;8;1831;8;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;普保;1;;满洲;正黄;;;进士;
乾隆;二十二;;1757;;副都统;吉林副都统;副都统;副都统;从二;;普庆;1;;满洲;正黄;;;;
乾隆;四十四;;1779;;副都统;三姓副都统;副都统;副都统;从二;;普正;1;;满洲;镶黄;;;;
乾隆;四十四;;1779;;副都统;伯都讷副都统;副都统;副都统;从二;;普正;1;;满洲;正黄;;;;
光绪;二十九;1;1903;1;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;景厚;1;;满洲;镶蓝;;;进士;
乾隆;四十五;;1780;;副都统;墨尔根副都统;副都统;副都统;从二;;景惠;1;;满洲;镶红;;;;
咸丰;三;1;1853;1;吉林将军;吉林将军;将军;将军;从一;;景淳;2;景纶;汉军;正黄;;;荫生;
咸丰;;;;;吉林将军;吉林将军;将军;将军;从一;;景淳;2;景纶;汉军;正黄;;;荫生;
道光;二十九;6;1849;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;景淳;1;景纶;汉军;正黄;;;荫生;
道光;二十八;9;1848;9;副都统;盛京副都统;副都统;副都统;从二;;景淳;1;;汉军;正黄;;;;
道光;二十九;1;1849;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;景淳;1;;汉军;正黄;;;荫生;
嘉庆;五;;1800;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;景熠;1;;满洲;镶蓝;;辅国将军;;
光绪;二十;8;1894;8;副都统;黑龙江副都统;副都统;副都统;从二;;景祺;1;;;;;;;
乾隆;三十七;4;1772;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;景福;1;;满洲;镶白;;;进士;
咸丰;五;2;1855;2;奉天府;奉天府府尹;府尹;府尹;正三;;景霖;2;;满洲;正白;;;进士;
咸丰;八;2;1858;2;奉天府;奉天府府尹;府尹;府尹;正三;;景霖;2;;满洲;正白;;;进士;
同治;二;1;1863;1;副都统;盛京副都统;副都统;副都统;从二;;景霖;1;;满洲;正白;;;进士;
乾隆;二十四;;1759;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;有屯;1;;满洲;正黄;;;;
乾隆;三十七;4;1772;4;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;朝铨;1;;满洲;镶黄;;;;
乾隆;二十五;7;1760;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;朝铨;1;;满洲;镶黄;;;;
光绪;三;10;1877;10;副都统;伯都讷副都统;副都统;副都统;从二;;本谦;1;;;;;;;
顺治;四;6;1647;6;副都统;盛京梅勒章京;副都统;梅勒章京;从二;;朱世奇;1;珠世奇;满洲;镶黄;;;;
康熙;五十四;4;1715;4;奉天府;奉天府府尹;府尹;府尹;正三;;朱轼;1;;汉;;;;进士;
雍正;一;;1723;;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;李永绍;1;;汉;;;;进士;
康熙;五十一;2;1712;2;奉天府;奉天府府尹;府尹;府尹;正三;;李涛;1;;汉;;;;进士;
同治;五;6;1866;6;副都统;盛京副都统;副都统;副都统;从二;;杜噶尔;1;;;;;;;
嘉庆;十;5;1805;5;副都统;锦州副都统;副都统;副都统;从二;觉罗;来仪;1;;满洲;正蓝;;;;
嘉庆;六;3;1801;3;副都统;齐齐哈尔副都统;副都统;副都统;从二;觉罗;来仪;1;;满洲;正蓝;;;;
康熙;六十;5;1721;5;副都统;盛京副都统;副都统;副都统;从二;;来文;1;;满洲;镶白;;;;
康熙;五十九;9;1720;9;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;杨柱;1;扬柱、杨铸;满洲;镶白;;轻车都尉;;
康熙;三十七;7;1698;7;副都统;盛京副都统;副都统;副都统;从二;;杨福;1;扬福;满洲;正黄;;;;
雍正;九;7;1731;7;奉天府;奉天府府尹;府尹;府尹;正三;;杨超会;1;;汉;;;;进士;
康熙;九;3;1670;3;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;杭爱;1;杭艾;满洲;镶蓝;;;;
嘉庆;十五;8;1810;8;副都统;吉林副都统;副都统;副都统;从二;;松宁;1;;蒙古;正蓝;;;官学生;
嘉庆;二十三;;1818;;黑龙江将军;黑龙江将军;将军;将军;从一;;松宁;1;松菻;蒙古;正蓝;;;官学生;
道光;十八;4;1838;4;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;松峻;1;;满洲;正黄;;;进士;
光绪;二十四;9;1898;9;副都统;伯都讷副都统;副都统;副都统;从二;;松昆;1;;;;;;;
光绪;五;11;1879;11;奉天府;奉天府府尹;府尹;府尹;正三;;松林;2;;满洲;镶黄;;;监生;
光绪;二十一;6;1895;6;奉天府;奉天府府尹;府尹;府尹;正三;;松林;2;;满洲;镶黄;;;监生;
光绪;十二;6;1886;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;松森;1;;满洲;正蓝;;;进士;
光绪;六;8;1880;8;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;松森;1;;满洲;正蓝;;;进士;
雍正;四;;1726;;副都统;三姓副都统;副都统;副都统;从二;;松特;1;;满洲;镶黄;;;;
道光;三;9;1823;9;吉林将军;吉林将军;将军;将军;从一;;松筠;1;;蒙古;正蓝;;;翻译生员;
嘉庆;二十四;9;1819;9;盛京将军;盛京将军;将军;将军;从一;;松筠;1;;蒙古;正蓝;;;翻译生员;
嘉庆;二十二;2;1817;2;吉林将军;吉林将军;将军;将军;从一;;松菻;2;松宁;蒙古;正蓝;;;官学生;
道光;二;6;1822;6;吉林将军;吉林将军;将军;将军;从一;;松菻;2;松宁;蒙古;正蓝;;;官学生;
嘉庆;二十五;4;1820;4;盛京将军;盛京将军;将军;将军;从一;;松菻;1;松宁;蒙古;正蓝;;;官学生;
道光;二;;1822;;黑龙江将军;黑龙江将军;将军;将军;从一;;松菻;1;松林;蒙古;正蓝;;;官学生;
乾隆;十;;1745;;副都统;吉林副都统;副都统;副都统;从二;;松阿里;1;松阿哩;满洲;正蓝;;;;
乾隆;二十一;;1756;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;松阿里;1;松阿哩;满洲;镶黄;;;;
嘉庆;十六;8;1811;8;副都统;三姓副都统;副都统;副都统;从二;觉罗;果勒明阿;1;;满洲;镶蓝;;;;
乾隆;五十八;;1793;;副都统;墨尔根副都统;墨尔根副都统;;从二;觉罗;果勒明阿;1;;满洲;镶蓝;;;;
嘉庆;五;11;1890;11;副都统;宁古塔副都统;副都统;副都统;从二;觉罗;果勒明阿;1;;满洲;镶蓝;;;;
乾隆;五十七;11;1791;11;副都统;熊岳副都统;副都统;副都统;从二;觉罗;果勒明阿;1;;满洲;镶蓝;;;;
道光;二十;5;1840;5;副都统;吉林副都统;副都统;副都统;从二;;果升阿;1;果兴阿;满洲;镶黄;;;;
道光;二十;;1840;;吉林将军;吉林将军;将军;将军;从一;;果升阿;1;果星阿;满洲;镶黄;;;;
乾隆;二十三;10;1758;10;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;果尔敏;1;果勒敏;满洲;正白;;;;
道光;二十三;9;1843;9;副都统;阿勒楚喀副都统;副都统;副都统;从二;;果星阿;1;;满洲;镶黄;;;;
乾隆;三十五;;1770;;副都统;三姓副都统;副都统;副都统;从二;;果木布;1;郭木布;满洲;镶白;;;;
道光;八;;1828;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;果齐斯欢;1;;满洲;镶蓝;;;进士;
雍正;十三;1;1735;1;奉天将军;盛京将军;将军;将军;从一;觉罗;柏修;1;柏修;满洲;镶黄;;;;
光绪;十四;12;1888;12;副都统;伯都讷副都统;副都统;副都统;从二;;柏英;1;;满洲;正黄;;;;
道光;二十;9;1840;9;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;柏葰;1;;蒙古;正蓝;;;进士;
道光;二十;6;1840;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;柏葰;1;;蒙古;正蓝;;;进士;
道光;十八;11;1838;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;柏葰;1;;蒙古;正蓝;;;进士;
康熙;二十一;6;1682;6;副都统;盛京副都统;副都统;副都统;从二;;查库;1;;蒙古;镶白;;;;
康熙;三十三;;1694;;副都统;宁古塔副都统;副都统;副都统;从二;宗室;根头;1;;满洲;正蓝;;;;
雍正;一;;1723;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;格尔布;1;;满洲;正黄;;;;
咸丰;八;6;1858;6;副都统;墨尔根副都统;副都统;副都统;从二;;格绷额;1;;蒙古;镶黄;;;;
道光;二十七;12;1847;12;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;桂德;1;;满洲;镶蓝;;;文生;
同治;四;;1865;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;桂清;1;;满洲;正白;;;翻译进士;
同治;二;11;1863;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;桂清;2;;满洲;正白;;;翻译进士;
同治;十二;11;1873;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;桂清;2;;满洲;正白;;;翻译进士;
道光;二十八;12;1849;12;副都统;熊岳副都统;副都统;副都统;从二;;桂生;1;贵升;;;;;优贡生;
康熙;十三;4;1674;4;奉天府;奉天府府尹;府尹;府尹;正三;;梁拱宸;2;;汉;;;;;
康熙;十八;6;1679;6;奉天府;奉天府府尹;府尹;府尹;正三;;梁拱宸;2;;汉;;;;;
道光;十九;;1839;;黑龙江将军;黑龙江将军;将军;将军;从一;;棍楚克策楞;1;;满洲;镶黄;;;荫生;
道光;五;3;1825;3;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;武忠额;1;;满洲;正白;;;进士;
乾隆;三;6;1783;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;武拜;2;吴拜;满洲;正红;;;进士;
乾隆;十九;;1754;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;武拜;2;吴拜;满洲;正红;;;进士;
乾隆;十六;;1751;;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;觉罗;武拜;1;吴拜;满洲;正红;;;进士;
乾隆;四;;1739;;副都统;吉林副都统;副都统;副都统;从二;宗室;武查拉;1;;满洲;镶白;;;;
雍正;一;;1723;;副都统;墨尔根副都统;副都统;副都统;从二;;武查拉;1;;满洲;镶蓝;;;;
雍正;三;;1725;;副都统;黑龙江副都统;副都统;副都统;从二;;武查拉;1;;满洲;正白;;;;
雍正;三;10;1725;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;武格;1;伍格、五格;满洲;正蓝;;;;
雍正;六;9;1728;9;奉天将军;盛京将军;将军;将军;从一;;武格;1;伍格、五格;满洲;正蓝;;;;
雍正;五;7;1727;7;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;武格;1;伍格、五格;满洲;正蓝;;;;
顺治;十八;12;1661;12;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;武玛瑚;1;吴马祜;满洲;正白;;;;
康熙;三十九;;1700;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;武礼;1;;满洲;正白;;;;
乾隆;五十四;6;1789;6;奉天府;奉天府府尹;府尹;府尹;正三;;武隆额;1;;;;;;;
道光;二十八;10;1848;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;毓书;1;;满洲;正红;;;文生员;
同治;六;10;1867;10;副都统;吉林副都统;副都统;副都统;从二;;毓福;2;;满洲;正蓝;;;;
同治;九;9;1870;9;副都统;吉林副都统;副都统;副都统;从二;;毓福;2;;满洲;正蓝;;;;
同治;十三;7;1874;7;副都统;熊岳副都统;副都统;副都统;从二;;毓福;1;;满洲;正蓝;;;;
嘉庆;九;10;1804;10;副都统;熊岳副都统;副都统;副都统;从二;;毓秀;1;;汉军;镶黄;;;;
嘉庆;十;8;1805;8;副都统;锦州副都统;副都统;副都统;从二;;毓秀;1;;汉军;镶黄;;;;
乾隆;十三;7;1748;7;吉林将军;吉林将军;将军;将军;从一;;永兴;1;;满洲;正白;;;;
雍正;七;2;1729;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;永国;1;;;;;;;
乾隆;二十八;2;1763;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;永宁;1;;满洲;正红;;;生员;
乾隆;三十一;;1766;;副都统;吉林副都统;副都统;副都统;从二;觉罗;永安;1;;满洲;镶白;;;;
道光;三;4;1823;4;副都统;伯都讷副都统;副都统;副都统;从二;;永海;1;;满洲;正红;;;;
乾隆;四十七;8;1782;8;吉林将军;吉林将军;将军;将军;从一;宗室;永玮;1;;满洲;镶蓝;;奉恩辅国公;;
乾隆;四十七;9;1782;9;奉天将军;盛京将军;将军;将军;从一;宗室;永玮;1;;满洲;镶蓝;;奉恩辅国公;;
乾隆;四十四;八;1779;8;黑龙江将军;黑龙江将军;黑龙江将军;;从一;宗室;永玮;2;;满洲;镶蓝;;奉恩辅国公;;
乾隆;四十四;11;1779;11;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;永玮;2;;满洲;镶蓝;;奉恩辅国公;;
乾隆;六十;;1795;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;永琨;1;;满洲;正蓝;;;;
嘉庆;二十;8;1815;8;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;永祚;1;;满洲;镶白;;;官学生;
雍正;四;11;1726;11;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;永福;1;;满洲;镶白;;;;
雍正;七;2;1729;2;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;永福;1;;满洲;镶白;;;;
乾隆;五十二;12;1787;12;奉天将军;盛京将军;将军;将军;从一;宗室;永铎;1;;满洲;镶蓝;;;;
乾隆;四十三;;1778;;副都统;黑龙江副都统;黑龙江副都统;;从二;;永铎;1;;;;;;;
光绪;十五;12;1889;12;副都统;吉林副都统;副都统;副都统;从二;;沙克都林扎布;1;;;;;;;
光绪;十九;;1893;;吉林将军;吉林将军;将军;将军;从一;;沙克都林扎布;1;;;;;;;
光绪;二十一;11;1895;11;副都统;宁古塔副都统;副都统;副都统;从二;;沙克都林扎布;1;;;;;;;
康熙;五十五;;1716;;副都统;伯都讷副都统;副都统;副都统;从二;;沙喀;1;;蒙古;镶黄;;;;
顺治;十;;1653;;乌拉宁古塔将军衙门;昂邦章京;昂邦章京;昂邦章京;;;沙尔虎达;1;沙尔虎大;满洲;镶蓝;;;;
康熙;三十五;;1696;;副都统;伯都讷副都统;副都统;副都统;从二;;沙纳海;1;;满洲;镶白;;;;
康熙;三十五;;1696;;吉林将军;吉林将军;将军;将军;从一;;沙纳海;1;;满洲;镶黄;;;;
康熙;四十;2;1701;2;黑龙江将军;黑龙江将军;将军;将军;从一;;沙纳海;1;;满洲;镶黄;;;;
康熙;十六;1;1677;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;觉罗;沙赍;1;沙赖;满洲;镶蓝;;;;
康熙;四十四;11;1705;11;副都统;盛京副都统;副都统;副都统;从二;;法喀;1;发喀;;;;;;
乾隆;四;6;1739;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;法敏;1;;满洲;正蓝;;;监生;
康熙;四十四;2;1705;2;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;法特哈;1;;满洲;镶黄;;;;
康熙;四十五;;1706;;副都统;黑龙江副都统;副都统;副都统;从二;;法都;1;;满洲;正白;;;;
康熙;四十七;11;1708;11;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;法都;1;;满洲;正黄;;;;
乾隆;五十九;11;1794;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;泰宁;1;;满洲;正红;;;;
光绪;十;12;1884;12;副都统;盛京副都统;副都统;副都统;从二;;济禄;1;;满洲;正白;;;;
顺治;十五;;1658;;副都统;宁古塔副都统;副都统;副都统;从二;;海塔;1;;满洲;正黄;;;;
康熙;五十六;10;1717;10;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;海寿;1;;满洲;正白;;;;
雍正;十一;4;1733;4;奉天将军;盛京将军;将军;将军;从一;;海寿;1;;满洲;正白;;;;
顺治;四;;1647;;乌拉宁古塔将军衙门;佐领;佐领;佐领;;;海色;1;;满洲;正白;;;;
同治;六;8;1867;8;副都统;阿勒楚喀副都统;副都统;副都统;从二;;海英;1;;;;;;;
嘉庆;二十;12;1815;12;奉天府;奉天府府尹;府尹;府尹;正三;觉罗;海龄;1;;满洲;正蓝;;;监生;
道光;一;;1821;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;海龄;3;;满洲;正蓝;;;监生;
道光;四;3;1824;3;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;海龄;3;;满洲;正蓝;;;监生;
道光;七;8;1827;8;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;觉罗;海龄;3;;满洲;正蓝;;;监生;
道光;六;11;1826;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;觉罗;海龄;1;;满洲;正蓝;;;监生;
