朝代;年;月;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;又名;民族;旗分;旗分（或）;爵位;科举;科举（其他）
嘉庆;二十五;9;1820;9;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;润德;1;;满洲;镶红;;;荫生;
嘉庆;十六;12;1811;12;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;润祥;1;;满洲;镶蓝;;;举人;
同治;六;6;1867;6;副都统;盛京副都统;副都统;副都统;从二;宗室;清凯;1;;满洲;正黄;;;;
咸丰;十一;10;1861;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;清安;1;;满洲;镶蓝;;;翻译进士;
咸丰;十一;1;1861;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;清安;1;;满洲;镶蓝;;;翻译进士;
同治;一;11;1862;11;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;清安;2;;满洲;镶蓝;;;翻译进士;
同治;;;;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;清安;2;;满洲;镶蓝;;;翻译进士;
道光;二十六;12;1847;12;副都统;黑龙江副都统;副都统;副都统;从二;;清安;1;;满洲;正白;;;进士;
乾隆;九;;1744;;副都统;三姓副都统;副都统;副都统;从二;;清葆;1;;满洲;镶红;;;;
乾隆;十一;;1746;;副都统;墨尔根副都统;副都统;副都统;从二;;清葆;1;;满洲;镶红;;;;
乾隆;七;7;1744;7;副都统;熊岳副都统;副都统;副都统;从二;;清葆;1;;满洲;镶红;;;;
乾隆;十九;8;1754;8;奉天将军;盛京将军;将军;将军;从一;;清葆;1;清保;满洲;镶红;;;;
乾隆;十九;7;1754;7;黑龙江将军;黑龙江将军;将军;将军;从一;;清葆;1;清保;满洲;镶红;;;;
光绪;二十五;;1899;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;清锐;1;清安;蒙古;镶黄;;;翻译进士;
光绪;二十五;11;1899;11;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;清锐;1;;蒙古;镶黄;;;翻译进士;
康熙;二十二;;1683;;副都统;黑龙江副都统;副都统;副都统;从二;;温岱;1;;满洲;镶黄;;;;
乾隆;三十二;;1767;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;温布;1;;满洲;正黄;;;;
乾隆;二十四;;1759;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;温敏;1;;满洲;正蓝;;;进士;
乾隆;三十二;8;1767;8;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;温敏;1;;满洲;正蓝;;;进士;
光绪;二十二;5;1896;5;副都统;盛京副都统;副都统;副都统;从二;;溥蔚;1;;;;;;;
光绪;二十一;8;1895;8;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;溥顾;1;;满洲;镶红;;;荫生;
光绪;二十五;10;1899;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;溥颋;1;;满洲;镶红;;;举人;
光绪;二十九;1;1903;1;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;溥颋;1;;满洲;镶红;;;举人;
光绪;二十七;;1901;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;溥颋;1;;满洲;镶红;;;举人;
康熙;六;;1667;;副都统;宁古塔副都统;副都统;副都统;从二;;满丕;1;;满洲;镶黄;;;;
顺治;十八;;1661;;副都统;宁古塔副都统;副都统;副都统;从二;;满贵;1;;满洲;正白;;;;
道光;二十七;7;1847;7;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;灵桂;1;;满洲;正蓝;;;进士;
道光;二十二;;1842;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;灵桂;1;;满洲;正蓝;;;进士;
乾隆;五十六;1;1790;1;副都统;盛京副都统;副都统;副都统;从二;;灵泰;2;;满洲;正蓝;;;;
嘉庆;十五;8;1810;8;副都统;盛京副都统;副都统;副都统;从二;;灵泰;2;;满洲;正蓝;;;;
嘉庆;五;11;1800;11;副都统;黑龙江副都统;副都统;副都统;从二;;灵泰;1;;满洲;正蓝;;;;
嘉庆;十四;3;1809;3;副都统;齐齐哈尔副都统;副都统;副都统;从二;;灵泰;1;;满洲;正蓝;;;;
光绪;二十三;7;1897;7;副都统;兴京副都统;副都统;副都统;从二;宗室;灵熙;1;;满洲;正红;;;;
咸丰;九;9;1859;9;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;煜纶;1;;满洲;正红;;;进士;
同治;八;3;1869;3;副都统;黑龙江副都统;副都统;副都统;从二;;爱绅泰;1;;;;;;;
乾隆;二十;;1755;;副都统;伯都讷副都统;副都统;副都统;从二;;爱隆阿;1;;满洲;镶红;;前锋;;
嘉庆;十九;;1814;;黑龙江将军;黑龙江将军;将军;将军;从一;;特依顺保;2;;满洲;正白;;;;
道光;八;;1828;;黑龙江将军;黑龙江将军;将军;将军;从一;;特依顺保;2;;满洲;正白;;;;
同治;四;5;1865;5;副都统;吉林副都统;副都统;副都统;从二;;特克慎;1;;满洲;镶红;;;;
光绪;二十七;8;1901;8;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;特图慎;1;;蒙古;正白;;;笔帖式;
咸丰;一;12;1862;12;副都统;齐齐哈尔副都统;副都统;副都统;从二;;特尔卿额;1;;蒙古;正黄;;;;
咸丰;七;9;1857;9;副都统;吉林副都统;副都统;副都统;从二;;特普钦;1;;汉军;镶红;;;文生员;
咸丰;九;;1859;;黑龙江将军;黑龙江将军;将军;将军;从一;;特普钦;3;;汉军;镶红;;;文生员;
同治;一;;1862;;黑龙江将军;黑龙江将军;将军;将军;从一;;特普钦;3;;汉军;镶红;;;文生员;
同治;;;;;黑龙江将军;黑龙江将军;将军;将军;从一;;特普钦;3;;汉军;镶红;;;文生员;
道光;八;11;1828;11;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;特登额;2;敏登额;满洲;镶红;;;进士;
道光;十五;9;1835;9;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;特登额;2;敏登额;满洲;镶红;;;进士;
道光;七;8;1827;8;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;特登额;1;敏登额;满洲;镶红;;;进士;
光绪;二;5;1876;5;副都统;吉林副都统;副都统;副都统;从二;;玉亮;1;;满洲;正红;;;;
光绪;九;;1883;;吉林将军;吉林将军;将军;将军;从一;;玉亮;1;;满洲;正红;;蓝翎长;;
乾隆;五十六;九;1791;9;盛京兵部;盛京兵部侍郎;盛京兵部侍郎;;正二;;玉保;1;;满洲;正黄;;;进士;
光绪;二十五;;1899;;奉天府;奉天府府尹;府尹;府尹;正三;;玉恒;1;;蒙古;正黄;;;;
同治;一;4;1862;4;副都统;盛京副都统;副都统;副都统;从二;宗室;玉明;1;;满洲;正黄;;;;
咸丰;八;6;1858;6;盛京将军;盛京将军;将军;将军;从一;宗室;玉明;4;;满洲;正黄;;;;
咸丰;八;;1858;;盛京将军;盛京将军;将军;将军;从一;宗室;玉明;4;;满洲;正黄;;;;
咸丰;十;10;1860;10;盛京将军;盛京将军;将军;将军;从一;宗室;玉明;4;;满洲;正黄;;;;
同治;;;;;盛京将军;盛京将军;将军;将军;从一;宗室;玉明;4;;满洲;正黄;;;;
道光;十;;1830;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;玉英;1;;满洲;镶蓝;;;;
道光;八;4;1828;4;副都统;齐齐哈尔副都统;副都统;副都统;从二;宗室;玉英;1;;满洲;镶蓝;;;;
嘉庆;十五;8;1810;8;副都统;伯都讷副都统;副都统;副都统;从二;宗室;玉衡;1;;满洲;镶蓝;;;;
嘉庆;十五;3;1810;3;副都统;吉林副都统;副都统;副都统;从二;宗室;玉衡;1;;满洲;镶蓝;;;;
嘉庆;八;2;1803;2;副都统;齐齐哈尔副都统;副都统;副都统;从二;宗室;玉衡;1;;满洲;镶蓝;;;;
乾隆;四十三;11;1778;11;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;玉鼎柱;2;;满洲;镶蓝;;;翻译进士;
乾隆;五十二;2;1787;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;玉鼎柱;2;;满洲;镶蓝;;;;
康熙;六;;1667;;奉天府;奉天府府尹;府尹;府尹;正三;;王印祚;1;王景祚、王胤祚、王允祚;汉;;;;进士;
康熙;二十八;6;1679;6;奉天府;奉天府府尹;府尹;府尹;正三;;王国安;2;;汉军;正白;;;监生;
康熙;三十七;12;1698;12;奉天府;奉天府府尹;府尹;府尹;正三;;王国安;2;;汉军;正白;;;监生;
雍正;八;;1730;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;王常;1;;满洲;正红;;;;
雍正;五;3;1727;3;奉天府;奉天府府尹;府尹;府尹;正三;;王朝恩;1;;汉军;镶红;;;;
雍正;六;;1728;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;王朝恩;1;;汉军;镶红;;;;
雍正;五;;1727;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;王朝恩;1;;汉军;镶红;;;;
嘉庆;四;7;1799;7;奉天府;奉天府府尹;府尹;府尹;正三;;王秉韬;1;;汉军;镶红;;;举人;
康熙;四十九;;1710;;副都统;墨尔根副都统;副都统;副都统;从二;;玛喀礼;1;;满洲;镶白;;;;
康熙;四十六;;1707;;副都统;宁古塔副都统;副都统;副都统;从二;;玛奇;1;;满洲;镶黄;;;;
乾隆;一;;1736;;副都统;黑龙江副都统;副都统;副都统;从二;;玛希纳;1;;蒙古;正黄;;;;
康熙;五十八;;1719;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;玛金泰;1;;满洲;镶白;;;;
康熙;五十五;3;1716;3;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;玛金泰;1;马进泰;满洲;镶白;;;;
光绪;七;10;1881;10;副都统;锦州副都统;副都统;副都统;从二;;珠尔迅保;1;;;;;;;
康熙;二十七;8;1688;8;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;珠山;1;朱善满;满洲;正白;;;;
雍正;九;1;1731;1;副都统;熊岳副都统;副都统;副都统;从二;;珠海;1;;满洲;正白;;;;
道光;二十七;8;1847;8;副都统;宁古塔副都统;副都统;副都统;从二;;班迪;1;;;;;;;
咸丰;一;10;1851;10;副都统;吉林副都统;副都统;副都统;从二;;琦忠;1;;满洲;正白;;;;
乾隆;五十四;4;1789;4;吉林将军;吉林将军;将军;将军;从一;宗室;琳宁;1;;满洲;镶蓝;;;;
乾隆;五十六;9;1791;9;盛京将军;盛京将军;将军;将军;从一;宗室;琳宁;1;;满洲;镶蓝;;;笔帖式;
乾隆;五十三;十;1788;10;黑龙江将军;黑龙江将军;黑龙江将军;;从一;宗室;琳宁;2;;满洲;镶蓝;;;笔帖式;
乾隆;五十三;12;1788;12;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;琳宁;2;;满洲;镶蓝;;;笔帖式;
康熙;三十六;;1697;;副都统;伯都讷副都统;副都统;副都统;从二;;瑚什巴;1;;满洲;正白;;;;
乾隆;二十四;1;1759;1;副都统;熊岳副都统;副都统;副都统;从二;;瑚嘉保;1;;满洲;正蓝;;;;
乾隆;二十四;;1759;;副都统;盛京副都统;副都统;副都统;从二;;瑚嘉保;1;;满洲;镶蓝;;;;
嘉庆;五;2;1800;2;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;瑚图玲阿;1;;满洲;正白;;;进士;
嘉庆;四;9;1799;9;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;瑚图礼;1;;满洲;正白;;;进士;
嘉庆;四;6;1799;6;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;瑚图礼;1;;满洲;正白;;;进士;
嘉庆;四;9;1799;9;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;瑚图礼;1;;满洲;正白;;;进士;
康熙;六;;1667;;副都统;宁古塔副都统;副都统;副都统;从二;;瑚巴克太;1;;满洲;正白;;;;
道光;九;2;1829;2;吉林将军;吉林将军;将军;将军;从一;;瑚松额;2;;满洲;正黄;;;;
道光;;;;;吉林将军;吉林将军;将军;将军;从一;;瑚松额;2;;满洲;正黄;;;;
道光;十;3;1860;3;盛京将军;盛京将军;将军;将军;从一;;瑚松额;2;;满洲;正黄;;;;
道光;;;;;盛京将军;盛京将军;将军;将军;从一;;瑚松额;2;;满洲;正黄;;;;
顺治;十五;;1658;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;瑚米达;1;胡密达;满洲;镶蓝;;;;
嘉庆;四;3;1799;3;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;瑚素通阿;1;瑚图灵阿;满洲;正白;;;进士;
咸丰;三;1;1853;1;副都统;吉林副都统;副都统;副都统;从二;;瑞昌;1;;满洲;镶黄;;;;
咸丰;一;2;1851;2;副都统;熊岳副都统;副都统;副都统;从二;;瑞昌;2;;满洲;镶黄;;;;
咸丰;三;3;1853;3;副都统;熊岳副都统;副都统;副都统;从二;;瑞昌;2;;满洲;镶黄;;;;
同治;十;6;1871;6;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;宗室;瑞联;1;;满洲;正蓝;;;进士;
同治;六;4;1867;4;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;瑞联;1;;满洲;正黄;;;进士;
同治;八;8;1869;8;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;瑞联;1;;满洲;正黄;;;进士;
同治;十;;1871;;盛京将军;盛京将军;将军;将军;从一;宗室;瑞联;1;;满洲;正黄;;;进士;
同治;十;6;1871;6;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;瑞联;1;;满洲;正黄;;;进士;
嘉庆;二十三;7;1818;7;奉天府;奉天府府尹;府尹;府尹;正三;;瑞麟;1;;满洲;正黄;;;;
嘉庆;二十三;11;1818;11;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;瑞麟;1;;满洲;正黄;;;;
乾隆;三十七;3;1772;3;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;瓦尔达;2;;满洲;正黄;;;进士;
乾隆;三十八;2;1773;2;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;瓦尔达;2;;满洲;正黄;;;进士;
康熙;五十二;6;1713;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;瓦尔达;1;瓦尔答;满洲;正蓝;;;;
乾隆;三十七;3;1772;3;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;瓦尔达;1;;满洲;正黄;;;进士;
乾隆;三十一;;1766;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;瓦尔达;2;;满洲;正黄;;;进士;
乾隆;三十八;;1773;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;瓦尔达;2;;满洲;正黄;;;进士;
雍正;十二;;1734;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;申珠浑;1;;满洲;镶红;;;;
雍正;七;4;1729;4;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;申珠浑;1;;满洲;镶红;;;;
乾隆;九;1;1744;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;留保;1;;满洲;镶黄;;;进士;
康熙;五十二;;1713;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;白基;1;;满洲;正黄;;;;
雍正;七;2;1729;2;副都统;锦州副都统;副都统;副都统;从二;;白尔额图;1;伯尔和图;满洲;镶黄;;;;
同治;三;12;1864;12;吉林将军;吉林将军;将军;将军;从一;;皁保;2;;满洲;镶黄;;;进士;
同治;四;7;1865;7;吉林将军;吉林将军;将军;将军;从一;;皁保;2;;满洲;镶黄;;;进士;
嘉庆;二十五;6;1820;6;奉天府;奉天府府尹;府尹;府尹;正三;;盛泰;1;;蒙古;正蓝;;;荫生;
道光;二十六;5;1846;5;副都统;吉林副都统;副都统;副都统;从二;;盛贵;1;盛桂;满洲;镶黄;;;;
乾隆;二十三;;1758;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;石柱;1;;满洲;正红;;;监生;
嘉庆;十六;12;1811;12;奉天府;奉天府府尹;府尹;府尹;正三;;砥柱;1;;满洲;正蓝;;;;
道光;四;12;1825;12;副都统;伯都讷副都统;副都统;副都统;从二;觉罗;硕德;1;;满洲;镶黄;;;;
道光;十一;4;1831;4;副都统;齐齐哈尔副都统;副都统;副都统;从二;觉罗;硕德;1;硕德;满洲;镶黄;;;;
乾隆;十九;;1754;;副都统;伯都讷副都统;副都统;副都统;从二;;社图肯;1;;蒙古;镶黄;;;;
乾隆;二十;;1755;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;社图肯;1;;满洲;正白;;;;
道光;二十;12;1841;12;副都统;锦州副都统;副都统;副都统;从二;;祈俊;1;;;;;;;
康熙;三;1;1664;1;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;祈通格;1;齐通额;满洲;正蓝;;;;
道光;十九;1;1839;1;副都统;熊岳副都统;副都统;副都统;从二;觉罗;祥厚;1;;满洲;镶红;;;;
道光;十五;6;1835;6;吉林将军;吉林将军;将军;将军;从一;宗室;祥康;4;;满洲;正蓝;;;笔帖式;
道光;十六;4;1836;4;吉林将军;吉林将军;将军;将军;从一;宗室;祥康;4;;满洲;正蓝;;;笔帖式;
道光;十七;1;1836;1;吉林将军;吉林将军;将军;将军;从一;宗室;祥康;4;;满洲;正蓝;;;笔帖式;
道光;;;;;吉林将军;吉林将军;将军;将军;从一;宗室;祥康;4;;满洲;正蓝;;;笔帖式;
道光;十二;2;1832;2;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;祥康;1;;满洲;正蓝;;;笔帖式;
道光;十二;1;1832;1;副都统;盛京副都统;副都统;副都统;从二;宗室;祥康;2;;满洲;正蓝;;;;
道光;十五;12;1835;12;副都统;盛京副都统;副都统;副都统;从二;宗室;祥康;2;;满洲;正蓝;;;;
道光;十五;;1835;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;祥康;1;;满洲;正蓝;;;笔帖式;
乾隆;五十七;12;1792;12;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;禄康;1;;满洲;正蓝;;;笔帖式;
乾隆;五十七;9;1792;9;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;禄康;2;;满洲;正蓝;;;笔帖式;
嘉庆;三;1;1798;1;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;禄康;2;;满洲;正蓝;;;笔帖式;
乾隆;五十二;6;1787;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;禄康;1;;满洲;正蓝;;;笔帖式;
光绪;十三;8;1887;8;副都统;黑龙江副都统;副都统;副都统;从二;;禄彭;1;;蒙古;正黄;;;文生员;
光绪;五;11;1879;11;副都统;齐齐哈尔副都统;副都统;副都统;从二;;禄彭;2;;蒙古;正黄;;;文生员;
光绪;十六;2;1890;2;副都统;齐齐哈尔副都统;副都统;副都统;从二;;禄彭;2;;蒙古;正黄;;;文生员;
嘉庆;十四;6;1809;6;副都统;吉林副都统;副都统;副都统;从二;;禄成;2;;蒙古;正红;;;;
嘉庆;二十一;2;1816;2;副都统;吉林副都统;副都统;副都统;从二;;禄成;2;;蒙古;正红;;;;
嘉庆;十四;3;1809;3;副都统;熊岳副都统;副都统;副都统;从二;;禄成;2;;蒙古;正红;;;;
嘉庆;十四;9;1809;9;副都统;熊岳副都统;副都统;副都统;从二;;禄成;2;;蒙古;正红;;;;
道光;二;;1822;;黑龙江将军;黑龙江将军;将军;将军;从一;;禄成;1;;蒙古;正红;;;;
道光;二十;;1840;;吉林将军;吉林将军;将军;将军;从一;宗室;禄普;1;;满洲;镶蓝;;;;
道光;十六;4;1836;4;副都统;盛京副都统;副都统;副都统;从二;觉罗;禄普;1;;满洲;镶蓝;;;;
乾隆;五十七;10;1792;10;奉天府;奉天府府尹;府尹;府尹;正三;;福保;1;;满洲;正白;;;进士;
乾隆;三十三;1;1768;1;副都统;锦州副都统;副都统;副都统;从二;;福僧阿;1;富僧额;满洲;正白;;;;
乾隆;二十九;1;1764;1;副都统;熊岳副都统;副都统;副都统;从二;;福增格;1;;满洲;正黄;;;;
乾隆;三十二;3;1767;3;副都统;盛京副都统;副都统;副都统;从二;;福增格;1;富增额;满洲;正黄;;;;
乾隆;四十二;6;1777;6;吉林将军;吉林将军;将军;将军;从一;;福康安;1;;满洲;镶黄;;;;
乾隆;四十三;11;1778;11;奉天将军;盛京将军;将军;将军;从一;;福康安;1;;满洲;镶黄;;;;
乾隆;四十三;十一;1778;11;盛京工部;盛京工部侍郎;盛京工部侍郎;;正二;;福德;1;;满洲;正黄;;;荫生;
咸丰;二;10;1852;10;奉天府;奉天府府尹;府尹;府尹;正三;;福济;1;;满洲;镶白;;;进士;
道光;二十四;8;1844;8;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;福济;1;;满洲;镶白;;;进士;
乾隆;四十九;;1784;;副都统;三姓副都统;三姓副都统;;从二;;福珠礼;1;;满洲;镶黄;;;;
光绪;二十;6;1894;6;奉天府;奉天府府尹;府尹;府尹;正三;;福裕;1;;蒙古;正红;;;荫生;
光绪;十六;2;1890;2;副都统;三姓副都统;副都统;副都统;从二;;福魁;1;富魁;;;;;;
道光;二十二;1;1842;1;盛京将军;盛京将军;将军;将军;从一;宗室;禧恩;2;;满洲;正蓝;;侍卫;;
道光;二十二;;1842;;盛京将军;盛京将军;将军;将军;从一;宗室;禧恩;2;;满洲;正蓝;;侍卫;;
光绪;二;7;1876;7;副都统;阿勒楚喀副都统;副都统;副都统;从二;;秀吉;1;;;;;;;
光绪;二十八;3;1902;3;副都统;锦州副都统;副都统;副都统;从二;;秀昌;1;;满洲;镶红;;;;
乾隆;五十八;;1793;;副都统;吉林副都统;吉林副都统;;从二;;秀林;1;秀琳;满洲;镶白;;;监生;
乾隆;五十九;9;1794;9;吉林将军;吉林将军;将军;将军;从一;;秀林;2;;满洲;镶白;;;监生;
嘉庆;八;8;1803;8;吉林将军;吉林将军;将军;将军;从一;;秀林;2;;满洲;镶白;;;监生;
乾隆;五十五;12;1790;12;副都统;锦州副都统;副都统;副都统;从二;;积拉敏;1;博厚谕;满洲;正红;;;;
咸丰;七;7;1857;7;副都统;黑龙江副都统;副都统;副都统;从二;;积拉明阿;1;;满洲;正白;;;官学生;
光绪;三十一;;1905;;黑龙江将军;黑龙江将军;将军;将军;从一;;程德全;1;;;;;;诸生;
光绪;二十九;11;1903;11;副都统;齐齐哈尔副都统;副都统;副都统;从二;;程德全;1;;;;;;廪贡生;
嘉庆;五;2;1800;2;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;穆克登额;1;;满洲;镶蓝;;;笔帖式;
嘉庆;五;2;1800;2;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;穆克登额;1;;满洲;镶蓝;;;笔帖式;
嘉庆;七;7;1802;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;穆克登额;1;;满洲;镶蓝;;;笔帖式;
乾隆;五十四;7;1789;7;奉天府;奉天府府尹;府尹;府尹;正三;;穆和兰;1;;满洲;正黄;;;举人;
光绪;一;;1875;;吉林将军;吉林将军;将军;将军;从一;;穆图善;1;;满洲;镶黄;;;;
